Associated Gene Name	% GC content	Gene type	Chromosome Name	Gene Start (bp)	Gene End (bp)	Length
RP1-95L4.3	44.62	processed_pseudogene	6	143327275	143327655	380
RP1-95L4.4	45.61	processed_pseudogene	6	143342246	143343383	1137
RP1-96H9.5	51.55	processed_pseudogene	12	6270168	6270425	257
RP1-97D16.1	43.68	processed_pseudogene	6	27737000	27738494	1494
RP1-97G4.1	37.59	lincRNA	12	77379820	77390864	11044
RP1-97J1.2	43.58	lincRNA	6	111900489	111901851	1362
RP1-99E18.2	39.73	processed_pseudogene	6	150934968	150935566	598
RP11-1000B6.2	43.45	antisense	15	32656084	32673065	16981
RP11-1000B6.3	39.03	lincRNA	15	32536047	32587613	51566
RP11-1000B6.5	42.13	lincRNA	15	32613733	32615111	1378
RP11-1000B6.7	38.23	sense_intronic	15	32583612	32584312	700
RP11-1000B6.8	45.14	antisense	15	32586105	32615158	29053
RP11-1002K11.1	36.24	lincRNA	8	32766125	32767959	1834
RP11-1003J3.1	47.52	processed_pseudogene	17	71011997	71013587	1590
RP11-1006G14.1	48.59	lincRNA	15	72615810	72618250	2440
RP11-1006G14.2	47.89	lincRNA	15	72608481	72636919	28438
RP11-1006G14.3	59.92	unprocessed_pseudogene	15	72638821	72640125	1304
RP11-1006G14.4	41.58	sense_overlapping	15	72589691	72591845	2154
RP11-1006G14.5	58.36	unprocessed_pseudogene	15	72604399	72605008	609
RP11-1007G5.2	41.38	antisense	11	128526142	128530389	4247
RP11-1007I13.2	48.64	processed_pseudogene	X	152045314	152046193	879
RP11-1007I13.4	47.61	processed_transcript	X	152114994	152138556	23562
RP11-1007J8.1	59.29	processed_pseudogene	8	42484600	42485019	419
RP11-1007O24.2	39.65	lincRNA	15	72465128	72466262	1134
RP11-1007O24.3	40.16	lincRNA	15	72407778	72475168	67390
RP11-1007O24.4	53.79	processed_pseudogene	15	72450657	72451474	817
RP11-1008C21.1	39.58	lincRNA	15	37984766	38062340	77574
RP11-1008C21.2	44.38	lincRNA	15	38069481	38072959	3478
RP11-1008M1.1	39.34	processed_pseudogene	3	68192398	68192580	182
RP11-100E13.1	53.30	antisense	1	224615296	224616220	924
RP11-100E13.3	40.20	processed_pseudogene	1	224661173	224661886	713
RP11-100F15.1	43.83	lincRNA	12	114077133	114079902	2769
RP11-100F15.2	42.42	lincRNA	12	114080381	114113489	33108
RP11-100G15.10	44.88	lincRNA	9	92150382	92157445	7063
RP11-100G15.12	57.74	processed_pseudogene	9	92104425	92105451	1026
RP11-100G15.2	31.06	unprocessed_pseudogene	9	92108858	92108989	131
RP11-100G15.3	45.80	unprocessed_pseudogene	9	92109013	92110095	1082
RP11-100G15.4	34.01	unprocessed_pseudogene	9	92110168	92110514	346
RP11-100G15.5	35.37	unprocessed_pseudogene	9	92110575	92110868	293
RP11-100G15.7	59.18	unprocessed_pseudogene	9	92132398	92138629	6231
RP11-100K18.1	49.03	lincRNA	18	78137223	78140887	3664
RP11-100L22.1	35.04	lincRNA	8	92668836	92679594	10758
RP11-100L22.3	39.66	lincRNA	8	92765702	92776451	10749
RP11-100L22.4	38.22	lincRNA	8	92723024	92725111	2087
RP11-100M12.1	39.64	antisense	15	27418796	27420735	1939
RP11-100M12.2	42.35	sense_intronic	15	27422381	27428338	5957
RP11-100M12.3	39.23	antisense	15	27483035	27541991	58956
RP11-100N20.1	35.72	antisense	4	81164940	81193395	28455
RP11-100N21.1	53.08	processed_pseudogene	4	47706372	47706987	615
RP11-100N3.2	52.38	processed_pseudogene	11	56736316	56736462	146
RP11-1012A1.10	54.49	processed_pseudogene	14	67735195	67735350	155
RP11-1012A1.4	43.56	protein_coding	14	67659820	67690367	30547
RP11-1012A1.7	45.87	processed_pseudogene	14	67799004	67799609	605
RP11-1012E15.2	41.05	processed_transcript	14	55896547	55962970	66423
RP11-1016B18.1	39.51	transcribed_processed_pseudogene	12	97713412	97761859	48447
RP11-1017G21.3	45.80	processed_pseudogene	14	101969364	101969601	237
RP11-1017G21.4	52.35	antisense	14	102036315	102066228	29913
RP11-1017G21.5	58.94	lincRNA	14	101948347	101949425	1078
RP11-1017G21.6	47.99	lincRNA	14	101952416	101953063	647
RP11-1018J11.1	45.01	processed_pseudogene	12	16989126	16989936	810
RP11-1018N14.1	42.29	lincRNA	17	51312609	51335165	22556
RP11-1018N14.2	44.22	lincRNA	17	51336715	51342571	5856
RP11-1018N14.3	46.53	lincRNA	17	51332679	51334090	1411
RP11-1018N14.4	52.24	lincRNA	17	51335261	51336240	979
RP11-1018N14.5	45.39	lincRNA	17	51435427	51445802	10375
RP11-101B14.1	44.23	processed_pseudogene	5	57120796	57122624	1828
RP11-101B14.4	37.68	processed_pseudogene	5	57081745	57081951	206
RP11-101C11.1	41.47	lincRNA	1	55217861	55234177	16316
RP11-101E13.5	29.38	antisense	1	193090866	193091556	690
RP11-101E14.3	32.65	lincRNA	20	40031585	40043889	12304
RP11-101E19.4	40.30	processed_pseudogene	8	46837578	46838706	1128
RP11-101E19.7	36.10	processed_pseudogene	8	46870902	46872045	1143
RP11-101E19.8	35.25	processed_pseudogene	8	46784800	46785928	1128
RP11-101E3.5	49.18	protein_coding	9	128941478	128957021	15543
RP11-101E5.1	40.29	lincRNA	9	61229913	61231863	1950
RP11-101E5.2	45.95	transcribed_processed_pseudogene	9	61202718	61203087	369
RP11-101E5.6	47.80	antisense	9	61194211	61203446	9235
RP11-101E7.2	40.04	antisense	16	22083256	22092231	8975
RP11-101K23.1	49.85	processed_pseudogene	12	46004038	46004685	647
RP11-101O21.1	49.10	lincRNA	17	74043452	74154212	110760
RP11-101O6.2	45.71	processed_pseudogene	1	155845367	155846624	1257
RP11-101P17.11	42.70	lincRNA	13	21287406	21294859	7453
RP11-101P17.14	48.11	processed_pseudogene	13	21216555	21216660	105
RP11-101P17.15	60.51	unprocessed_pseudogene	13	21287634	21287828	194
RP11-1020A11.1	41.41	sense_intronic	3	9935706	9936258	552
RP11-1020A11.2	46.14	antisense	3	9958717	9962539	3822
RP11-1020M18.10	50.93	antisense	12	52407580	52428494	20914
RP11-1021N1.1	44.77	protein_coding	16	15395754	15515348	119594
RP11-1021O19.2	53.25	unprocessed_pseudogene	10	38068449	38068694	245
RP11-1022B3.1	38.77	lincRNA	12	63292625	63360037	67412
RP11-1023L17.1	38.71	transcribed_unprocessed_pseudogene	5	34164698	34244796	80098
RP11-1023L17.2	60.14	processed_pseudogene	5	34190056	34193653	3597
RP11-1023P17.2	36.83	lincRNA	8	52294455	52301942	7487
RP11-1024P17.1	36.48	sense_overlapping	3	30697661	30699576	1915
RP11-1026M7.2	44.10	antisense	5	177782197	177794396	12199
RP11-1026M7.3	46.24	lincRNA	5	177801204	177803344	2140
RP11-1028N23.2	44.04	lincRNA	12	115576676	115577615	939
RP11-1028N23.3	45.92	lincRNA	12	115569664	115581739	12075
RP11-1028N23.4	45.31	lincRNA	12	115582061	115639734	57673
RP11-1029F8.1	53.15	processed_pseudogene	12	64032412	64032665	253
RP11-1029J19.2	44.84	lincRNA	14	101447642	101457117	9475
RP11-1029J19.4	50.44	lincRNA	14	101628984	101632530	3546
RP11-1029J19.5	41.72	lincRNA	14	101634454	101731108	96654
RP11-1029M24.1	43.69	processed_pseudogene	3	48120669	48121215	546
RP11-1029M24.4	49.11	processed_pseudogene	3	48039267	48039490	223
RP11-102C16.3	50.75	antisense	1	167052551	167058542	5991
RP11-102D18.1	41.09	processed_pseudogene	16	59166951	59167152	201
RP11-102F4.2	36.35	antisense	8	69713390	69719722	6332
RP11-102G14.1	34.83	antisense	14	51637348	51637947	599
RP11-102J14.1	39.12	lincRNA	20	12305613	12316485	10872
RP11-102K13.5	59.74	lincRNA	13	113399610	113405572	5962
RP11-102L12.2	36.31	antisense	15	38502853	38504981	2128
RP11-102M11.1	43.42	processed_pseudogene	3	136736500	136737229	729
RP11-102M11.2	43.73	antisense	3	136752630	136755780	3150
RP11-102N11.1	34.26	lincRNA	6	130697312	130697778	466
RP11-102N12.2	41.59	antisense	4	140712168	140716081	3913
RP11-102N12.3	50.79	lincRNA	4	140756528	140757921	1393
RP11-1030E3.1	41.13	lincRNA	18	50302190	50313595	11405
RP11-1030E3.2	33.22	processed_pseudogene	18	50318420	50319024	604
RP11-1033H12.1	42.66	lincRNA	14	52111122	52129625	18503
RP11-1033H12.3	59.55	processed_pseudogene	14	52155740	52156179	439
RP11-1035H13.2	37.91	antisense	16	18803083	18812181	9098
RP11-1035H13.3	42.98	protein_coding	16	18788063	18801519	13456
RP11-1036E20.7	50.47	processed_pseudogene	11	59287339	59289486	2147
RP11-1036E20.9	45.58	lincRNA	11	59268876	59284033	15157
RP11-1036F1.1	46.56	processed_pseudogene	3	62779176	62779785	609
RP11-1037D22.1	50.91	processed_pseudogene	3	22811390	22812047	657
RP11-1038A11.1	43.35	lincRNA	12	5388589	5406651	18062
RP11-1038A11.2	42.10	lincRNA	12	5366048	5367774	1726
RP11-1038A11.3	40.60	lincRNA	12	5290480	5383653	93173
RP11-103B5.4	38.84	sense_intronic	12	117002463	117003152	689
RP11-103C16.2	34.91	antisense	6	128027886	128085248	57362
RP11-103C3.1	36.84	lincRNA	1	221508559	221510979	2420
RP11-103C3.2	42.54	processed_pseudogene	1	221549786	221550643	857
RP11-103H7.1	40.84	lincRNA	8	126474189	126492596	18407
RP11-103H7.2	43.29	lincRNA	8	126498149	126500303	2154
RP11-103H7.3	44.14	lincRNA	8	126518698	126522351	3653
RP11-103H7.5	65.24	antisense	8	126556896	126557433	537
RP11-103J17.1	36.39	lincRNA	4	37078577	37125424	46847
RP11-103J17.2	38.28	processed_transcript	4	37001816	37020708	18892
RP11-103J8.1	40.19	antisense	20	10672928	10994924	321996
RP11-103J8.2	33.48	lincRNA	20	11001304	11001763	459
RP11-1041F24.1	40.51	lincRNA	12	91680131	91680873	742
RP11-1042B17.1	48.61	processed_pseudogene	14	60572024	60572311	287
RP11-1042B17.2	42.53	processed_pseudogene	14	60602146	60602533	387
RP11-1042B17.3	39.38	antisense	14	60515119	60554916	39797
RP11-1042B17.4	45.49	transcribed_processed_pseudogene	14	60544400	60544654	254
RP11-1042B17.5	53.98	lincRNA	14	60640730	60642589	1859
RP11-1046B16.1	45.58	processed_pseudogene	14	69561019	69561470	451
RP11-1046B16.3	36.05	sense_intronic	14	69617122	69617648	526
RP11-1049A21.2	44.82	antisense	12	54543111	54544105	994
RP11-1049H7.2	52.88	lincRNA	8	2033508	2035587	2079
RP11-104C4.2	47.69	processed_pseudogene	16	33808778	33810767	1989
RP11-104C4.4	73.83	processed_pseudogene	16	33771035	33771248	213
RP11-104D21.1	51.07	unprocessed_pseudogene	X	51030422	51031357	935
RP11-104D21.2	38.46	unprocessed_pseudogene	X	51082818	51091228	8410
RP11-104D3.1	45.37	processed_pseudogene	1	199371877	199372297	420
RP11-104D3.2	45.17	processed_pseudogene	1	199387141	199388475	1334
RP11-104E19.1	41.21	antisense	14	24595723	24657774	62051
RP11-104F15.9	53.01	TEC	10	70434829	70436556	1727
RP11-104G3.2	62.66	processed_pseudogene	9	39809562	39810019	457
RP11-104G3.7	62.17	processed_pseudogene	9	39873931	39874390	459
RP11-104G3.8	64.47	unprocessed_pseudogene	9	39809458	39809851	393
RP11-104H15.10	58.20	processed_transcript	17	7439506	7445966	6460
RP11-104H15.7	56.91	processed_transcript	17	7420103	7444081	23978
RP11-104H15.8	59.20	antisense	17	7439159	7443327	4168
RP11-104H15.9	69.08	antisense	17	7436557	7437523	966
RP11-104J23.1	45.15	antisense	17	36001419	36011618	10199
RP11-104J23.2	55.15	lincRNA	17	36012504	36012891	387
RP11-104L21.2	47.93	sense_intronic	1	167457383	167458661	1278
RP11-104L21.3	43.95	lincRNA	1	167457742	167459891	2149
RP11-104N10.1	49.89	antisense	16	89492017	89504460	12443
RP11-104N10.2	50.38	sense_intronic	16	89516797	89522217	5420
RP11-104O19.4	44.46	lincRNA	17	4267691	4268430	739
RP11-1053O12.1	45.54	processed_pseudogene	14	41742639	41742963	324
RP11-1055B8.1	62.43	TEC	17	81395609	81397144	1535
RP11-1055B8.10	63.35	lincRNA	17	81387415	81387766	351
RP11-1055B8.2	57.31	lincRNA	17	81362272	81374214	11942
RP11-1055B8.3	59.56	lincRNA	17	81376001	81385360	9359
RP11-1055B8.4	61.00	lincRNA	17	81388126	81390256	2130
RP11-1055B8.8	69.41	antisense	17	81461013	81461937	924
RP11-1055B8.9	72.30	lincRNA	17	81345476	81345966	490
RP11-1057B6.1	34.15	lincRNA	2	31852976	31853423	447
RP11-1057B8.1	43.71	processed_pseudogene	8	134978827	134979279	452
RP11-1057B8.2	42.88	lincRNA	8	134849935	134881899	31964
RP11-1057N3.2	47.67	processed_pseudogene	8	129250967	129251138	171
RP11-1058G23.1	32.95	processed_pseudogene	17	70628917	70629265	348
RP11-1058N17.1	51.77	lincRNA	18	48962951	48963941	990
RP11-1059L18.1	39.02	processed_pseudogene	8	117055818	117056145	327
RP11-105C19.1	45.06	lincRNA	16	22612543	22613483	940
RP11-105C19.2	40.10	lincRNA	16	22610531	22612196	1665
RP11-105C20.3	39.73	processed_pseudogene	16	59655602	59656336	734
RP11-105L10.1	64.42	processed_pseudogene	Y	7656968	7657352	384
RP11-105N13.4	48.89	processed_transcript	17	45621908	45816543	194635
RP11-105N14.1	30.00	lincRNA	2	213152970	213153659	689
RP11-105N14.2	34.51	lincRNA	2	213266995	213276152	9157
RP11-105N14.3	34.86	lincRNA	2	213155806	213167712	11906
RP11-1060G2.1	42.64	antisense	12	93894965	93943603	48638
RP11-1060G2.2	39.70	lincRNA	12	93945041	93947813	2772
RP11-1060J15.3	43.31	processed_pseudogene	12	27608733	27609046	313
RP11-1060J15.4	42.77	antisense	12	27696388	27710770	14382
RP11-1060J15.5	41.83	processed_pseudogene	12	27702338	27702906	568
RP11-1060J15.7	42.81	lincRNA	12	27704568	27708365	3797
RP11-1060J15.9	41.26	antisense	12	27700066	27700574	508
RP11-1069G10.1	44.71	antisense	15	62827675	62884034	56359
RP11-1069G10.2	48.07	lincRNA	15	62895812	62899543	3731
RP11-106A1.2	48.71	processed_pseudogene	9	6639139	6639604	465
RP11-106D4.2	47.34	sense_intronic	16	87470370	87474370	4000
RP11-106D4.3	43.13	unprocessed_pseudogene	16	87467138	87467654	516
RP11-106E15.1	37.30	antisense	18	68753179	68754583	1404
RP11-106E7.1	45.72	processed_pseudogene	6	144397959	144398752	793
RP11-106J23.1	51.21	processed_pseudogene	16	70079129	70079624	495
RP11-106M3.1	50.20	processed_pseudogene	15	72379215	72379710	495
RP11-106M3.2	45.88	protein_coding	15	72284727	72375981	91254
RP11-106M3.3	46.47	antisense	15	72278867	72351794	72927
RP11-106M7.1	41.84	lincRNA	10	114764788	114779903	15115
RP11-106M7.4	51.47	processed_pseudogene	10	114900722	114901366	644
RP11-1070A24.1	42.62	processed_pseudogene	8	53887008	53887244	236
RP11-1070A24.2	41.20	antisense	8	53876150	53876649	499
RP11-1070N10.3	64.53	lincRNA	14	95516136	95517911	1775
RP11-1070N10.4	44.49	lincRNA	14	95573562	95581956	8394
RP11-1070N10.5	47.54	lincRNA	14	95620914	95643285	22371
RP11-1070N10.6	48.10	sense_overlapping	14	95663256	95692630	29374
RP11-1070N10.7	45.79	lincRNA	14	95644508	95645232	724
RP11-1072A3.3	61.66	TEC	16	30984630	30988270	3640
RP11-1072A3.4	55.79	lincRNA	16	30956872	30957199	327
RP11-1072C15.1	44.87	processed_pseudogene	17	44719760	44720597	837
RP11-1072C15.4	29.78	antisense	17	44673689	44676257	2568
RP11-1072C15.6	47.98	TEC	17	44689858	44693340	3482
RP11-1072C15.7	45.65	processed_pseudogene	17	44596346	44597344	998
RP11-1072N2.2	44.31	processed_pseudogene	5	85210060	85210903	843
RP11-1072N2.3	27.85	lincRNA	5	85212958	85213614	656
RP11-1072N2.4	37.56	processed_pseudogene	5	85237681	85238074	393
RP11-1074O12.1	45.85	processed_pseudogene	14	39385404	39387102	1698
RP11-1078H9.1	55.84	lincRNA	14	90452063	90455117	3054
RP11-1078H9.2	51.89	lincRNA	14	90567495	90569976	2481
RP11-1078H9.5	44.83	antisense	14	90642638	90648894	6256
RP11-1078H9.6	53.01	lincRNA	14	90489012	90491637	2625
RP11-1079H9.1	35.69	lincRNA	14	86014686	86062960	48274
RP11-1079J22.1	51.72	processed_pseudogene	12	84939524	84939668	144
RP11-1079K10.1	41.40	processed_pseudogene	17	49400429	49400800	371
RP11-1079K10.2	47.49	antisense	17	49375380	49380094	4714
RP11-1079K10.3	50.26	lincRNA	17	49361165	49369998	8833
RP11-1079K10.4	54.79	antisense	17	49404081	49405197	1116
RP11-1079K10.5	51.25	lincRNA	17	49457861	49461749	3888
RP11-107C10.1	39.93	processed_pseudogene	16	86906175	86906472	297
RP11-107C16.2	46.61	transcribed_unprocessed_pseudogene	10	122818816	122826449	7633
RP11-107D24.2	33.26	lincRNA	15	24299749	24300638	889
RP11-107E21.1	45.51	processed_pseudogene	4	123861860	123862015	155
RP11-107E5.2	42.63	TEC	2	144511391	144514451	3060
RP11-107E5.3	37.61	TEC	2	144494265	144496878	2613
RP11-107F6.3	41.27	lincRNA	15	41770756	41772732	1976
RP11-107F6.4	41.91	processed_pseudogene	15	41718370	41718672	302
RP11-107G24.3	61.56	unprocessed_pseudogene	1	247085389	247086067	678
RP11-107I14.2	54.71	lincRNA	10	101311018	101311505	487
RP11-107I14.4	49.33	lincRNA	10	101252821	101263550	10729
RP11-107I14.5	54.51	lincRNA	10	101322485	101323394	909
RP11-107K17.2	39.06	processed_pseudogene	18	26348347	26349004	657
RP11-107M16.2	37.83	lincRNA	1	152205858	152207057	1199
RP11-107N15.1	61.33	lincRNA	2	202032770	202033537	767
RP11-107N7.1	37.24	lincRNA	5	77942757	77946438	3681
RP11-107P7.1	40.93	processed_pseudogene	11	49092404	49092767	363
RP11-107P7.2	37.63	processed_pseudogene	11	49110756	49111220	464
RP11-107P7.6	43.98	processed_pseudogene	11	49098163	49101168	3005
RP11-1080G15.1	40.76	lincRNA	8	19084992	19259469	174477
RP11-1080G15.2	40.99	lincRNA	8	19091733	19115024	23291
RP11-1081K18.1	78.47	processed_pseudogene	8	9658295	9658438	143
RP11-1081L13.3	44.10	processed_pseudogene	11	18870989	18873462	2473
RP11-1081L13.4	51.08	antisense	11	18706537	18740568	34031
RP11-1081L13.5	48.84	processed_pseudogene	11	18836304	18837081	777
RP11-1081M5.1	42.53	lincRNA	8	53395211	53395946	735
RP11-1081M5.2	42.86	lincRNA	8	53388701	53390872	2171
RP11-1081M5.3	42.17	processed_pseudogene	8	53394215	53394795	580
RP11-1082A3.1	41.26	lincRNA	14	98497132	98514798	17666
RP11-1082I11.2	41.48	processed_pseudogene	9	66879454	66879940	486
RP11-1082L8.1	45.72	processed_pseudogene	8	124920428	124922076	1648
RP11-1082L8.2	46.23	lincRNA	8	124936524	124943765	7241
RP11-1082L8.3	45.57	lincRNA	8	124834884	124857516	22632
RP11-1082L8.4	38.15	lincRNA	8	124811618	124815682	4064
RP11-1084A12.1	46.04	processed_pseudogene	15	34085911	34086314	403
RP11-1084A12.2	38.40	antisense	15	34255286	34257832	2546
RP11-1084E5.1	37.11	antisense	8	108895029	109063417	168388
RP11-1084I9.1	43.09	lincRNA	15	25902360	26053120	150760
RP11-1084I9.2	44.28	lincRNA	15	26050538	26052276	1738
RP11-1084J3.1	43.32	processed_pseudogene	5	33970863	33972628	1765
RP11-1084J3.3	44.93	processed_pseudogene	5	33997044	33997724	680
RP11-1085N6.1	47.66	processed_pseudogene	14	56683421	56683741	320
RP11-1085N6.2	39.98	antisense	14	56633244	56648658	15414
RP11-1085N6.3	43.38	antisense	14	56648965	56730535	81570
RP11-1085N6.4	42.08	lincRNA	14	56759379	56765757	6378
RP11-1085N6.5	40.18	lincRNA	14	56817570	56893710	76140
RP11-1086F11.1	52.24	sense_intronic	1	246605873	246608102	2229
RP11-1086I4.2	42.43	TEC	17	34000789	34006772	5983
RP11-108A14.1	38.27	TEC	8	18864681	18865247	566
RP11-108B14.1	48.72	processed_pseudogene	10	22163092	22164306	1214
RP11-108B14.4	49.24	processed_pseudogene	10	22225698	22226024	326
RP11-108B14.5	45.30	lincRNA	10	22218074	22221168	3094
RP11-108E14.1	42.16	lincRNA	8	20655691	20700134	44443
RP11-108F13.2	54.30	processed_pseudogene	1	229688999	229689904	905
RP11-108F14.1	39.03	processed_pseudogene	Y	7905536	7907303	1767
RP11-108H9.1	35.34	lincRNA	13	54940843	54986719	45876
RP11-108K14.12	43.67	antisense	10	133526259	133527513	1254
RP11-108K14.8	48.11	protein_coding	10	133390834	133420495	29661
RP11-108K3.1	43.34	lincRNA	15	51037488	51293912	256424
RP11-108K3.2	46.02	lincRNA	15	51315841	51321996	6155
RP11-108K3.3	43.62	sense_intronic	15	51278927	51280015	1088
RP11-108K3.4	46.14	sense_intronic	15	51367377	51369110	1733
RP11-108K3.5	38.71	processed_pseudogene	15	51351100	51351192	92
RP11-108L7.14	45.09	lincRNA	10	100967688	100968135	447
RP11-108L7.15	51.28	lincRNA	10	101060029	101061005	976
RP11-108L7.4	53.25	antisense	10	100980507	100985614	5107
RP11-108M11.3	44.27	processed_pseudogene	10	91464578	91464708	130
RP11-108M12.2	40.32	processed_pseudogene	14	57044646	57044960	314
RP11-108M12.3	39.67	lincRNA	14	57066260	57112660	46400
RP11-108M9.1	44.79	lincRNA	1	16851257	16853129	1872
RP11-108M9.2	44.12	lincRNA	1	16855407	16859284	3877
RP11-108M9.3	59.12	lincRNA	1	16870945	16874092	3147
RP11-108M9.4	56.83	lincRNA	1	16888538	16889649	1111
RP11-108M9.5	64.37	processed_pseudogene	1	16889095	16889602	507
RP11-108M9.6	40.87	lincRNA	1	16904339	16904776	437
RP11-108N13.1	40.25	processed_pseudogene	6	23102680	23103546	866
RP11-108O10.2	44.04	lincRNA	11	111768668	111778350	9682
RP11-108P20.1	39.01	lincRNA	18	58752148	58754477	2329
RP11-108P20.2	54.39	lincRNA	18	58754859	58757842	2983
RP11-108P20.3	40.52	lincRNA	18	58752179	58753898	1719
RP11-108P20.4	45.24	lincRNA	18	58813880	58834364	20484
RP11-1090M7.1	42.63	antisense	17	12760140	12790242	30102
RP11-1090M7.3	51.62	TEC	17	12973033	12973834	801
RP11-1094H24.3	44.56	lincRNA	17	49996889	50016844	19955
RP11-1094H24.4	51.18	lincRNA	17	50050349	50055739	5390
RP11-1094M14.1	39.10	processed_pseudogene	17	35566517	35566672	155
RP11-1094M14.10	41.24	lincRNA	17	35540039	35540797	758
RP11-1094M14.11	44.52	lincRNA	17	35568120	35574792	6672
RP11-1094M14.12	39.54	antisense	17	35553205	35554767	1562
RP11-1094M14.14	48.24	lincRNA	17	35561539	35562077	538
RP11-1094M14.5	41.81	sense_intronic	17	35499690	35510270	10580
RP11-1094M14.7	42.24	processed_pseudogene	17	35459481	35460550	1069
RP11-1094M14.8	49.37	processed_pseudogene	17	35498218	35499175	957
RP11-1094M14.9	50.08	processed_pseudogene	17	35490009	35491238	1229
RP11-1096D5.2	38.35	lincRNA	18	61681653	61682695	1042
RP11-1096G20.5	41.75	antisense	17	11953889	11977594	23705
RP11-1099M24.6	44.71	TEC	17	7858943	7866083	7140
RP11-1099M24.7	54.60	protein_coding	17	7925931	7930622	4691
RP11-1099M24.8	48.87	processed_pseudogene	17	7954868	7955622	754
RP11-1099M24.9	59.40	TEC	17	8013327	8016378	3051
RP11-109A6.2	47.87	antisense	10	129700148	129701557	1409
RP11-109A6.3	60.47	lincRNA	10	129768844	129769435	591
RP11-109D20.1	41.83	antisense	15	45041716	45058707	16991
RP11-109D20.2	46.68	antisense	15	45073492	45074048	556
RP11-109D24.1	35.44	sense_intronic	16	61691756	61693750	1994
RP11-109D9.4	53.89	lincRNA	9	69672749	69673713	964
RP11-109E10.1	44.03	lincRNA	11	123313674	123314770	1096
RP11-109E10.2	44.55	processed_pseudogene	11	123340174	123340714	540
